source,category,mesh,source_material,texture_family,resolution_method,base_color,normal,roughness,metallic,ao,emission,alpha
FBX/Walls/SM_3DT_Apartment_Wall_Piece_A_02.fbx,Walls,SM_3DT_Apartment_Wall_Piece_A_02,Apartment Walls A,Apartment Walls A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_AmbientOcclusion.png,,
FBX/Walls/SM_3DT_Apartment_Wall_Piece_A_03.fbx,Walls,SM_3DT_Apartment_Wall_Piece_A_03,Apartment Walls A,Apartment Walls A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_AmbientOcclusion.png,,
FBX/Walls/SM_3DT_Apartment_Wall_Piece_A_04.fbx,Walls,SM_3DT_Apartment_Wall_Piece_A_04,Apartment Walls A,Apartment Walls A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_AmbientOcclusion.png,,
FBX/Walls/SM_3DT_Apartment_Wall_Piece_A_Pillar.fbx,Walls,SM_3DT_Apartment_Wall_Piece_A_Pillar,Apartment Walls A,Apartment Walls A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls A/T_3DT_Apartment Walls_A_AmbientOcclusion.png,,
FBX/Walls/SM_3DT_Apartment_Wall_Piece_B.fbx,Walls,SM_3DT_Apartment_Wall_Piece_B,Apartment Walls B,Apartment Walls B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls B/T_3DT_Apartment Walls_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls B/T_3DT_Apartment Walls_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls B/T_3DT_Apartment Walls_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls B/T_3DT_Apartment Walls_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls B/T_3DT_Apartment Walls_B_AmbientOcclusion.png,,
FBX/Walls/SM_3DT_Apartment_Wall_Piece_C.fbx,Walls,SM_3DT_Apartment_Wall_Piece_C,Apartment Walls C,Apartment Walls C,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls C/T_3DT_Apartment Walls_C_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls C/T_3DT_Apartment Walls_C_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls C/T_3DT_Apartment Walls_C_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls C/T_3DT_Apartment Walls_C_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Walls C/T_3DT_Apartment Walls_C_AmbientOcclusion.png,,
FBX/Walls/SM_3DT_Wall_Piece_01.fbx,Walls,SM_3DT_Wall_Piece_01,Wall Piece 01,Wall Piece 01,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 01/T_3DT_Wall_Piece_01_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 01/T_3DT_Wall_Piece_01_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 01/T_3DT_Wall_Piece_01_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 01/T_3DT_Wall_Piece_01_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 01/T_3DT_Wall_Piece_01_AmbientOcclusion.png,,
FBX/Walls/SM_3DT_Wall_Piece_02.fbx,Walls,SM_3DT_Wall_Piece_02,Wall Piece 02,Wall Piece 02,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 02/T_3DT_Wall_Piece_02_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 02/T_3DT_Wall_Piece_02_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 02/T_3DT_Wall_Piece_02_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 02/T_3DT_Wall_Piece_02_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 02/T_3DT_Wall_Piece_02_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 02/T_3DT_Wall_Piece_02_Emission.png,
FBX/Walls/SM_3DT_Wall_Piece_02_Corner.fbx,Walls,SM_3DT_Wall_Piece_02_Corner,Wall Piece 02 Corner,Wall Piece 02 Corner,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 02 Corner/T_3DT_Wall_Piece_02_Corner_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 02 Corner/T_3DT_Wall_Piece_02_Corner_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 02 Corner/T_3DT_Wall_Piece_02_Corner_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 02 Corner/T_3DT_Wall_Piece_02_Corner_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 02 Corner/T_3DT_Wall_Piece_02_Corner_AmbientOcclusion.png,,
FBX/Walls/SM_3DT_Wall_Piece_03.fbx,Walls,SM_3DT_Wall_Piece_03,Wall Piece 03,Wall Piece 03,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 03/T_3DT_Wall_Piece_03_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 03/T_3DT_Wall_Piece_03_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 03/T_3DT_Wall_Piece_03_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 03/T_3DT_Wall_Piece_03_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 03/T_3DT_Wall_Piece_03_AmbientOcclusion.png,,
FBX/Walls/SM_3DT_Wall_Piece_04.fbx,Walls,SM_3DT_Wall_Piece_04,Wall Piece 04,Wall Piece 04,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 04/T_3DT_Wall_Piece_04_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 04/T_3DT_Wall_Piece_04_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 04/T_3DT_Wall_Piece_04_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 04/T_3DT_Wall_Piece_04_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 04/T_3DT_Wall_Piece_04_AmbientOcclusion.png,,
FBX/Walls/SM_3DT_Wall_Piece_05.fbx,Walls,SM_3DT_Wall_Piece_05,Wall Piece 05,Wall Piece 05,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 05/T_3DT_Wall_Piece_05_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 05/T_3DT_Wall_Piece_05_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 05/T_3DT_Wall_Piece_05_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 05/T_3DT_Wall_Piece_05_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 05/T_3DT_Wall_Piece_05_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Wall Piece 05/T_3DT_Wall_Piece_05_Emission.png,
FBX/Windows/SM_3DT_Apartment_Window_01.fbx,Windows,SM_3DT_Apartment_Window_01,Apartment Windows A,Apartment Windows,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Windows/T_3DT_Apartment_Windows_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Windows/T_3DT_Apartment_Windows_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Windows/T_3DT_Apartment_Windows_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Windows/T_3DT_Apartment_Windows_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Windows/T_3DT_Apartment_Windows_AmbientOcclusion.png,,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Windows/T_3DT_Apartment_Windows_Alpha.png
FBX/Windows/SM_3DT_Apartment_Window_02.fbx,Windows,SM_3DT_Apartment_Window_02,Apartment Windows A,Apartment Windows,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Windows/T_3DT_Apartment_Windows_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Windows/T_3DT_Apartment_Windows_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Windows/T_3DT_Apartment_Windows_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Windows/T_3DT_Apartment_Windows_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Windows/T_3DT_Apartment_Windows_AmbientOcclusion.png,,assets/environment/3DT_Cyberpunk_Downtown/Textures/Apartment Windows/T_3DT_Apartment_Windows_Alpha.png
FBX/Windows/SM_3DT_Window_A_01.fbx,Windows,SM_3DT_Window_A_01,Window A,Window A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window A/T_3DT_Window_A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window A/T_3DT_Window_A_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window A/T_3DT_Window_A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window A/T_3DT_Window_A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window A/T_3DT_Window_A_AmbientOcclusion.png,,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window A/T_3DT_Window_A_Alpha.png
FBX/Windows/SM_3DT_Window_B_01.fbx,Windows,SM_3DT_Window_B_01,Windows B,Window B,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_AmbientOcclusion.png,,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_Alpha.png
FBX/Windows/SM_3DT_Window_B_02.fbx,Windows,SM_3DT_Window_B_02,Windows B,Window B,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_AmbientOcclusion.png,,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_Alpha.png
FBX/Windows/SM_3DT_Window_B_03.fbx,Windows,SM_3DT_Window_B_03,Windows B,Window B,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_AmbientOcclusion.png,,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window B/T_3DT_Window_B_Alpha.png
FBX/Windows/SM_3DT_Window_C_01.fbx,Windows,SM_3DT_Window_C_01,Windows C,Window C,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window C/T_3DT_Window_C_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window C/T_3DT_Window_C_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window C/T_3DT_Window_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window C/T_3DT_Window_C_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window C/T_3DT_Window_C_AmbientOcclusion.png,,
FBX/Windows/SM_3DT_Window_C_02.fbx,Windows,SM_3DT_Window_C_02,Windows C,Window C,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window C/T_3DT_Window_C_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window C/T_3DT_Window_C_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window C/T_3DT_Window_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window C/T_3DT_Window_C_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window C/T_3DT_Window_C_AmbientOcclusion.png,,
FBX/Windows/SM_3DT_Window_C_03.fbx,Windows,SM_3DT_Window_C_03,Windows C,Window C,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window C/T_3DT_Window_C_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window C/T_3DT_Window_C_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window C/T_3DT_Window_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window C/T_3DT_Window_C_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window C/T_3DT_Window_C_AmbientOcclusion.png,,
FBX/Windows/SM_3DT_Window_D_01.fbx,Windows,SM_3DT_Window_D_01,Windows D,Window D,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window D/T_3DT_Window_D_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window D/T_3DT_Window_D_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window D/T_3DT_Window_D_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window D/T_3DT_Window_D_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window D/T_3DT_Window_D_AmbientOcclusion.png,,
FBX/Windows/SM_3DT_Window_D_02.fbx,Windows,SM_3DT_Window_D_02,Windows D,Window D,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window D/T_3DT_Window_D_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window D/T_3DT_Window_D_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window D/T_3DT_Window_D_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window D/T_3DT_Window_D_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window D/T_3DT_Window_D_AmbientOcclusion.png,,
FBX/Windows/SM_3DT_Window_E_01.fbx,Windows,SM_3DT_Window_E_01,Windows E,Window E,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window E/T_3DT_Window_E_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window E/T_3DT_Window_E_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window E/T_3DT_Window_E_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window E/T_3DT_Window_E_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window E/T_3DT_Window_E_AmbientOcclusion.png,,
FBX/Windows/SM_3DT_Window_E_02.fbx,Windows,SM_3DT_Window_E_02,Windows E,Window E,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window E/T_3DT_Window_E_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window E/T_3DT_Window_E_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window E/T_3DT_Window_E_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window E/T_3DT_Window_E_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Window E/T_3DT_Window_E_AmbientOcclusion.png,,
